id_str,screen_name,statuses_count,followers_count,listed_count,friends_count,has_url,mention_by_others,retweet_ratio,liked_ratio,orig_content_ratio,hashtag_ratio,urls_ratio,symbols_ratio,mentions_ratio,Social_reputation,retweet_hindex,like_hindex,Content_Score,Context_score,Reputation_score
122453931,ImranKhanPTI,6009,10222905,8635,18,1,100,0.00031201248049921997,0.9993759750390016,0.9803432137285492,0.00436817472698908,0.4733229329173167,0.00093603744149766,0.030889235569422777,38.03702394185145,0,2578,0.6374414976599063,0.36208464251206557,523.4073100164047
1130275477,SahwishSays,45939,3859,14,130,1,22,0.00031959092361776926,0.13582614253755193,0.9961649089165868,0.0006391818472355385,0.1629913710450623,0.0,0.004793863854266539,22.37673907795969,0,8,0.7737296260786194,0.07465665424766366,6.245025071657195
3417534669,Liam4Orkney,2455,2104,64,705,1,34,0.002039983680130559,0.3427172582619339,0.9938800489596084,0.0012239902080783353,0.2394940840473276,0.0,0.012647898816809465,16.550815544006753,1,22,0.7870257037943698,0.145473058981746,8.096662861356574
3402637000,GilMPaterson,10739,3115,72,487,1,100,0.0009389671361502347,0.04350547730829421,0.97339593114241,0.003755868544600939,0.18497652582159624,0.0,0.0297339593114241,19.180025776190984,2,14,0.6406885758998435,0.05674334653373203,7.175491539724912
3387244553,MilesBriggsMSP,16812,5778,121,1331,1,100,0.004930662557781202,0.2443759630200308,0.9898305084745763,0.002465331278890601,0.3525423728813559,0.0,0.028659476117103237,19.85944269721415,4,56,0.6425269645608629,0.14954219007077382,16.130302370369158
41363507,DeanHeller,4895,26005,898,12377,1,17,0.00031347962382445143,0.6846394984326019,0.9993730407523511,0.0,0.5122257053291536,0.0,0.005329153605015674,19.404662961115385,0,105,0.7918495297805643,0.29910702528473576,25.099123903236137
1152904846170886145,Jahangi37568604,88,9,0,96,1,42,0.0,0.1590909090909091,0.9886363636363636,0.0,0.4431818181818182,0.0,0.4090909090909091,4.519095577216849,0,2,1.0,0.1488571797520661,1.5335905513937829
457575481,UmarKamran96,41595,1517,15,4781,1,100,0.001556662515566625,0.08997509339975093,1.0,0.017434620174346202,0.9231008717310087,0.0,0.00560398505603985,16.813443055673,1,4,0.7204234122042341,0.2580168119551681,4.558376655966481
3252801106,DerekThomasUK,1258,3553,181,978,0,99,0.00477326968973747,0.36674622116149563,0.939538583929992,0.008750994431185362,0.4128878281622912,0.0,0.07637231503579953,16.60319940894303,2,23,0.818615751789976,0.1863007096615358,8.521623174078908
1163323442667675648,SadiaAmbreen10,1518,102,0,87,0,15,0.0006657789613848203,0.06790945406125166,0.9993342210386151,0.0006657789613848203,0.18908122503328895,0.0,0.009986684420772303,12.117928664576837,0,4,0.7416777629826896,0.06453756287666157,3.384828798087238
2814655063,JavedJavedamjad,20,64,0,21,0,5,0.0,0.25,1.0,0.0,0.0,0.0,0.0,8.30225452415638,0,1,0.8999999999999999,0.0625,2.052950904831276
3128468829,ChrisEvansMP,2187,5207,221,725,0,21,0.0009174311926605505,0.6298165137614679,0.9972477064220183,0.0027522935779816515,0.4380733944954128,0.0,0.00871559633027523,18.219095516493887,1,30,0.7055045871559633,0.26715259658277923,10.038350540046526
3092429597,NickTorfaenMP,6303,8969,257,3984,1,100,0.004354587869362364,0.76049766718507,0.9847589424572317,0.006220839813374806,0.5925349922239502,0.0,0.028304821150855364,18.66192895041908,5,70,0.8320373250388803,0.335706314442652,18.965934517980124
3076039949,backborwick,12980,3418,168,497,1,100,0.0024706609017912293,0.17974058060531192,0.9786905497220506,0.008956145768993206,0.3400247066090179,0.0,0.030265596046942556,19.534848731146944,2,13,0.8449660284126004,0.1299681705931074,7.10195658603053
3037079585,JohnMcNallyMP,2698,7679,255,534,1,65,0.0033432392273402673,0.24665676077265974,0.9832838038632986,0.004086181277860327,0.33766716196136703,0.0,0.023402674591381872,19.511119518405433,4,27,0.7964338781575037,0.1454653695722729,10.290603753227042
3036280263,NickGibbUK,1429,15023,313,1429,1,100,0.0091164095371669,0.5855539971949509,0.9733520336605891,0.001402524544179523,0.4467040673211781,0.0,0.0694249649368864,19.23480840289609,2,63,0.8653576437587658,0.2537472780598345,17.070782664942936
3031080322,eleanor4epping,490,2262,148,889,1,53,0.01020408163265306,0.5959183673469388,0.9755102040816327,0.004081632653061225,0.31020408163265306,0.0,0.10408163265306122,14.85411595633541,2,21,0.8979591836734693,0.22446688879633492,7.795308405761043
3030160806,khalid4PB,3109,4220,209,1560,0,100,0.004834031582339671,0.1588785046728972,0.9835642926200451,0.009023525620367387,0.25201417982597485,0.0,0.03029326458266194,17.384950776222844,4,18,0.7260715436674186,0.1044422927548517,8.043092922529024
3030111953,PGibsonSNP,4142,10912,269,1719,0,41,0.001244167962674961,0.5007776049766719,0.9922239502332815,0.007465007776049767,0.35085536547433904,0.0,0.012130637636080872,19.47451590849608,3,74,0.7996889580093312,0.2134130207111397,19.49752357744331
3028314515,PeterGrantMP,47410,13522,329,645,1,100,0.0024867889337892445,0.3204849238420889,0.9819707802300279,0.0027976375505129004,0.30400994715573515,0.0,0.028598072738576313,23.320104481434335,3,117,0.6599316133043209,0.15460621703031058,28.826928462353795
3014541130,Steven4Stirling,4424,7141,199,1942,1,5,0.0006207324643078833,0.1430788330229671,0.9990689013035382,0.0,0.2250155183116077,0.0,0.000931098696461825,18.57053336437338,1,34,0.6368715083798882,0.09209294341624794,10.859899563233904
3012159189,Simon4NDorset,7758,9506,267,1466,0,100,0.0046918986549890525,0.390991554582421,0.9884266499843604,0.002189552705661558,0.4735689709102283,0.0,0.02877697841726619,19.98520125746903,3,70,0.7253675320613076,0.21533911845921394,18.78518158159791
3011043981,AlanBrownSNP,3913,9919,282,461,1,34,0.0015708451146716933,0.5347156770342444,0.9940307885642475,0.0006283380458686773,0.3176248821866164,0.0,0.0097392397109645,20.54136665743212,3,61,0.7681432610744581,0.21235970349471828,17.10437392440026
3005893073,AlbertoCostaMP,3713,8718,240,255,1,100,0.0009366219169528567,0.4124258507649079,0.9859506712457071,0.001248829222603809,0.47393068997814547,0.0,0.030908523259444272,20.82120696028872,2,53,0.8682485170152983,0.21901464333166426,15.381694024127137
1090328229548826627,RepRossSpano,261,1094,79,410,1,80,0.0421455938697318,0.8275862068965517,0.8850574712643678,0.08045977011494253,0.7624521072796935,0.0,0.27586206896551724,13.546770573766064,3,19,0.8314176245210727,0.3789470207425023,7.351427043805927
1086316494450032640,RepJimBaird,229,1642,97,394,1,97,0.043668122270742356,0.7205240174672489,0.8034934497816594,0.08296943231441048,0.7379912663755459,0.0,0.42358078602620086,14.26775178009661,3,18,0.9126637554585154,0.31841498064491525,7.2997661032400085
1083474782602125318,RepHagedorn,407,1741,113,75,1,100,0.051597051597051594,0.8624078624078624,0.8181818181818182,0.009828009828009828,0.7125307125307125,0.0,0.2457002457002457,16.606112148942728,5,20,0.773955773955774,0.3347107438016529,8.542955733340031
1083472286089396224,RepCasten,862,10585,181,734,1,100,0.010440835266821345,0.8781902552204176,0.9280742459396751,0.04988399071925754,0.7505800464037123,0.0,0.11252900232018562,18.695119496706457,3,99,0.777262180974478,0.391901421719306,24.372856619880046
1083469084648505344,CongressmanJVD,309,2529,140,583,1,90,0.038834951456310676,0.919093851132686,0.8770226537216829,0.025889967637540454,0.8381877022653722,0.0,0.2815533980582524,15.038620478094096,3,23,0.7540453074433657,0.3994852379007342,8.43843020468764
1083125649609506816,RepGregSteube,171,4528,135,309,1,100,0.017543859649122806,0.8888888888888888,0.9473684210526315,0.023391812865497075,0.7660818713450293,0.0,0.5672514619883041,16.247435066446688,2,36,0.8011695906432748,0.40166204986149584,11.090053341390291
1083019402046513152,RepKendraHorn,336,7506,181,114,1,100,0.047619047619047616,0.8630952380952381,0.9077380952380952,0.03571428571428571,0.7172619047619048,0.0,0.24702380952380953,18.922333197135114,5,82,0.7142857142857144,0.37754880598072565,21.402833543480313
1082790600292925440,RepChipRoy,1250,22161,247,37,1,100,0.007205764611689352,0.7373899119295436,0.9583666933546837,0.007205764611689352,0.7165732586068855,0.0,0.07766212970376302,23.506381129733068,4,196,0.766212970376301,0.3518103514036209,44.924880890302596
1082427779583541248,RepChuyGarcia,618,5797,195,542,1,100,0.01779935275080906,0.8948220064724919,0.9077669902912622,0.019417475728155338,0.8818770226537217,0.0,0.1488673139158576,17.461532571713864,5,55,0.7572815533980584,0.4116532346749615,15.726093471957375
1082416697380913152,RepMichaelWaltz,823,4551,111,430,1,100,0.002430133657351154,0.6707168894289186,0.9040097205346294,0.0036452004860267314,0.6233292831105711,0.0,0.12150668286755771,17.494706391418056,1,55,0.7472660996354801,0.2938306199793601,14.907160622206579
1082380458976051202,RepLucyMcBath,299,19666,258,300,1,53,0.010033444816053512,0.8762541806020067,0.9498327759197325,0.03678929765886288,0.8093645484949833,0.0,0.17391304347826086,19.77006697636463,2,108,0.725752508361204,0.4113824230154025,26.18144038154825
1082369392229400576,RepGregPence,460,3851,113,80,1,95,0.01956521739130435,0.9652173913043478,0.9043478260869565,0.01956521739130435,0.9304347826086956,0.0,0.1891304347826087,18.25164443416024,3,54,0.908695652173913,0.4374291115311909,15.31955383957307
1082334352711790593,Ilhan,1136,427466,1303,320,1,100,0.003524229074889868,0.7154185022026431,0.933920704845815,0.004405286343612335,0.6422907488986784,0.0,0.07312775330396476,27.19597211341445,3,541,0.6528634361233481,0.3188495798482408,114.43353702587721
1082311988926124036,RepJohnJoyce,506,2136,108,113,1,100,0.03564356435643564,0.9188118811881189,0.9247524752475248,0.023762376237623763,0.9089108910891089,0.0,0.17425742574257425,16.826629065834982,3,38,0.6990099009900991,0.4362817370845996,11.792384140781937
1082086081238102018,RepJahanaHayes,904,25853,242,82,1,72,0.01997780244173141,0.8091009988901221,0.9722530521642619,0.01220865704772475,0.6437291897891232,0.0,0.06215316315205328,22.709535549591116,3,89,0.8335183129855716,0.36095299217419047,23.180801370950174
1081350574589833221,RepEdCase,300,2470,147,118,1,21,0.01,0.9933333333333333,0.97,0.02,0.9366666666666666,0.0,0.06,16.552743183614563,1,16,0.8,0.4753,6.965608636722914
1081318716573470720,RepCarolMiller,318,3706,144,121,1,81,0.018867924528301886,0.9025157232704403,0.8522012578616353,0.050314465408805034,0.8301886792452831,0.0,0.25157232704402516,17.39712646435305,2,44,0.7358490566037736,0.3838925477631423,12.903373613743991
1081312310059253763,RepJohnRose,247,1925,87,195,1,35,0.020242914979757085,0.9392712550607287,0.9838056680161943,0.024291497975708502,0.8906882591093117,0.0,0.12955465587044535,15.361715271650606,1,20,0.8299595141700404,0.4610344375420019,7.53054184467253
1081256295469068288,RepFinkenauer,369,6898,168,33,1,90,0.013550135501355014,0.8915989159891599,0.8455284552845529,0.04878048780487805,0.8319783197831978,0.0,0.23306233062330622,20.065405986114325,3,58,0.7344173441734418,0.37750897834181596,16.435466461725916
1081243468327018496,RepMichaelGuest,328,2946,109,691,1,100,0.036585365853658534,0.8262195121951219,0.9207317073170732,0.021341463414634148,0.7957317073170732,0.0,0.2865853658536585,15.233557760623091,2,36,0.8170731707317073,0.38667924598453307,10.887462035467866
